id,image_name,height,width,resolution,if_fish,if_ruler,if_colorbar,relative_path,fish_number,non_specimen_objects,if_label,if_overlapping,specimen_angle,specimen_view,if_bent,landmark_failures_number,if_missing_parts,brightness,if_blur,if_color_issue,checked_flag,specimen_angled,specimen_viewing,color_issues,if_background_uniform,if_parts_visible,image_quality,label_detailed,if_each_fish_label,if_fins_folded,if_label_catalog_number_correct,if_label_name_correct,create_time,update_time,fixed_scientific_name,scientific_name
26216e9e-664c-4602-bdba-3618de6a2d46,INHS_FISH_60894.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_60894.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
c6dfab2d-20c5-4d09-b654-c5b61102d5ba,INHS_FISH_98994.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98994.jpg,1,no,TRUE,TRUE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,lefttop,none,TRUE,TRUE,7,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Noturus nocturnus
ab1abcce-f303-498f-b411-1c0c74fa2b38,INHS_FISH_61607.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_61607.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
980db53f-de2e-4f4a-a212-6fbf7cbb7340,INHS_FISH_98989.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98989.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,few white spots on specimen,TRUE,TRUE,8,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Phenacobius mirabilis
5bceaa95-68c0-41af-9329-c61b8d685a53,INHS_FISH_62177.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_62177.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
20641a0a-25b2-49be-9ebc-870b4424f62e,INHS_FISH_98978.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98978.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,small white spots on specimen,TRUE,TRUE,8,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis macrochirus
14649852-6a11-4a6c-a604-fd4dab15cf39,INHS_FISH_62286.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_62286.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,8,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
57b7e099-44e6-4da1-88bf-c15d73de7d85,INHS_FISH_98963.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98963.jpg,1,no,TRUE,TRUE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,lefttop,Anterior portion of specimen is dark,FALSE,TRUE,8,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Noturus flavus
4fb7464f-bdf9-45f7-8dd6-f7f5065242b3,INHS_FISH_62379.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_62379.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
49009ab6-e718-43e7-aac4-495d58d6b5ad,INHS_FISH_98952.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98952.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis cyanellus
85f64e8e-efb2-4456-93b8-2cab8941e3b2,INHS_FISH_98923.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98923.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,FALSE,6,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis cyanellus
c099d598-d9a5-4395-8829-9f7d88bd9fbd,INHS_FISH_63769.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_63769.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,10,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
a5697c48-2aa0-437f-9008-6b439923b538,INHS_FISH_98903.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98903.jpg,1,no,TRUE,TRUE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis gulosus
f36df716-4107-421c-bd21-438705a263ea,INHS_FISH_98882.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98882.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,small white spots on specimen,TRUE,TRUE,8,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
6d6547fb-ea84-4fdf-a91e-a1e12156ee03,INHS_FISH_64283.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_64283.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
9a7a9dd6-9a44-4816-b05d-e3535988ead7,INHS_FISH_98839.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98839.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,complicated,Anterior portion of speciemen is dark,FALSE,FALSE,3,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Noturus flavus
c3683edf-e58f-4b89-9a76-6442ca1804bf,INHS_FISH_64596.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_64596.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
6a96856d-3327-4c43-83e3-e2eb9724a573,INHS_FISH_98794.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98794.jpg,1,clear disks,TRUE,TRUE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,Blotchy pattern from missing scales,TRUE,TRUE,7,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Carassius auratus
2e493ee2-b927-4223-a2f0-dd10becd0a2f,INHS_FISH_64694.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_64694.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
846551d4-2f6d-4882-8ca4-868342b709c4,INHS_FISH_98780.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98780.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,A few small black spots on specimen,TRUE,TRUE,8,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Phenacobius mirabilis
d6f0d7c7-96e7-42c3-bd8a-a730e82b5c84,INHS_FISH_65583.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_65583.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,10,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
fd7a188d-0fa6-4b7d-9be7-0d17de839c2e,INHS_FISH_98749.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98749.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,FALSE,5,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Notropis hudsonius
a30418fa-e122-4471-a65c-f480bd570152,INHS_FISH_67886.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_67886.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
8b9e3e75-0f19-4e35-8b89-dccf787888ce,INHS_FISH_98732.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98732.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,FALSE,8,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis cyanellus
2baf6d5f-8e76-4bbb-8579-786fadab3077,INHS_FISH_67900.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_67900.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
eca7b99c-ada2-4b27-9872-55638affa986,INHS_FISH_98718.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98718.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,FALSE,7,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis cyanellus
e15149a5-427f-4f07-bf76-f087db995f33,INHS_FISH_68261.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_68261.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
6f24568e-81bf-4bcb-b7e7-27f9a687792d,INHS_FISH_98717.JPG,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98717.JPG,1,"twine, tag",TRUE,TRUE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,8,left,Specimen has a blotchy yeloow and pale coloration,FALSE,FALSE,4,basic,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Morone mississippiensis
ef3e31d3-39d7-42e1-bc59-d289151aedfe,INHS_FISH_68304.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_68304.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
c0f81ed1-0698-46f3-9532-769c610c6a9b,INHS_FISH_98661.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98661.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,9,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Notropis chalybaeus
4177db6b-125f-4308-b301-5c65ad3d086c,INHS_FISH_73727.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_73727.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
65ad1bcd-e8e3-4dee-9aa4-a836e8c01a08,INHS_FISH_98624.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98624.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,7,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Notropis volucellus
f11cb5ad-00e7-4364-adc8-a5ca9d4a57d0,INHS_FISH_73783.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_73783.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
d114c310-b68c-41eb-bdb2-021ebb4f5aa5,INHS_FISH_98620.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98620.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,leftbottom,none,FALSE,TRUE,8,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Notropis chalybaeus
dcdcda08-f019-45ea-97ad-27c3a4e396ff,INHS_FISH_74052.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_74052.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
cb0c0d22-5bbd-4265-95ba-c72e4a9ead62,INHS_FISH_98595.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98595.jpg,1,no,TRUE,FALSE,NULL,NULL,TRUE,NULL,FALSE,normal,TRUE,NULL,TRUE,10,left,none,TRUE,FALSE,6,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis macrochirus
33c648e5-ec30-4a6e-b21d-f1c3b67f818a,INHS_FISH_74265.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_74265.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,10,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
1dc22a04-bb14-42dd-95e1-5b6833cfddeb,INHS_FISH_98568.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98568.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,FALSE,7,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis humilis
95499a99-a138-4b7e-a16b-af71f8c65562,INHS_FISH_75124.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_75124.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
22659afe-3251-48ee-ab54-5a717e5de5df,INHS_FISH_98564.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98564.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,leftbottom,Anterior portion of speciemen is dark,FALSE,TRUE,6,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Noturus flavus
448d9dea-badd-48c6-bf58-d23727537f75,INHS_FISH_75132.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_75132.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,10,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
0bfcc50e-5542-4d0e-bfab-6ad48bf1d21b,INHS_FISH_98544.JPG,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98544.JPG,1,"twine, tag",TRUE,TRUE,NULL,NULL,FALSE,NULL,FALSE,dark,TRUE,NULL,TRUE,9,left,none,TRUE,FALSE,5,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Morone mississippiensis
6c5d4096-831f-47b9-aaa8-a5e42d2cd828,INHS_FISH_75583.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_75583.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,10,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
dfa4cca1-bbfd-424d-8eb1-0e04906f5c41,INHS_FISH_98538.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98538.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,FALSE,6,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Notropis hudsonius
67cec143-12bd-4a12-9c11-ebf705a4e7cf,INHS_FISH_75739.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_75739.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
027801d5-e17f-4f1d-b9e0-5a062cd493dd,INHS_FISH_98513.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98513.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,lefttop,none,FALSE,FALSE,4,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Noturus gyrinus
e6cac91f-7ed0-481d-a359-39adb7d60478,INHS_FISH_75782.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_75782.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,10,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
6256207e-ddc2-476d-9c4b-0b5c0e9be1d3,INHS_FISH_98468.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98468.jpg,1,no,TRUE,FALSE,NULL,NULL,TRUE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,6,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Notropis stramineus
1e8e0249-453c-439b-b9dd-713799eedd9e,INHS_FISH_75869.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_75869.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
de012c79-d1ea-48a5-9bd3-7bed816f4382,INHS_FISH_98426.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98426.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,leftbottom,none,FALSE,TRUE,8,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Notropis stramineus
851155c0-6ff3-43cc-a5da-7fa790a58838,INHS_FISH_76016.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_76016.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
1a6cf2ba-9237-4973-a530-e4f96780f5ad,INHS_FISH_98415.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98415.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,8,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Esox americanus
32ef8a29-d76d-45b2-80eb-c7b3424ecf11,INHS_FISH_76099.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_76099.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
c1cbb288-c25a-4d69-8c90-853e993e4368,INHS_FISH_98409.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98409.jpg,1,paper extending from under operculum,TRUE,TRUE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,FALSE,7,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Notropis dorsalis
4edee05b-cde5-4ef7-90f6-332d01fe21b0,INHS_FISH_76230.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_76230.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,10,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
f3fcb7e2-c02e-4257-a117-8af55d8b6116,INHS_FISH_98382.JPG,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98382.JPG,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,dark,TRUE,NULL,TRUE,9,left,none,TRUE,FALSE,6,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Morone mississippiensis
22d352bf-16c9-4839-88c8-e0ac2587a73d,INHS_FISH_76449.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_76449.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,10,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
f001a88f-b3bc-4f9d-b9f5-83dd9a16a385,INHS_FISH_98324.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98324.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,8,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Notropis hudsonius
2007a7f8-5970-4a50-acc7-e48a8457b229,INHS_FISH_76544.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_76544.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis megalotis
